"Temperature (C)","Pression (mBar)","Altitude (m)","Time"
"20","998","125","10:3:25"
"20","998","125","10:3:25"
"20","998","125","10:3:26"
"141256","345134","-14591897","10:3:26"
"141531","344574","-14618010","10:3:27"
"21","998","126","10:3:27"
"20","998","125","10:3:28"
"20","998","125","10:3:29"
"20","998","125","10:3:29"
"20","998","125","10:3:30"
"20","998","125","10:3:30"
"141256","345024","-14591463","10:3:31"
"141531","344490","-14617688","10:3:31"
"21","998","127","10:3:32"
"20","998","125","10:3:32"
"20","998","125","10:3:33"
"20","998","125","10:3:33"
"20","998","125","10:3:34"
"20","998","125","10:3:34"
"20","998","125","10:3:35"
"20","998","125","10:3:35"
"20","998","125","10:3:36"
"20","998","125","10:3:36"
"20","998","125","10:3:37"
"20","998","125","10:3:37"
"20","998","125","10:3:38"
"20","998","124","10:3:38"
"20","998","125","10:3:39"
"20","998","125","10:3:40"
"20","998","125","10:3:40"
"20","998","125","10:3:41"
"20","998","125","10:3:41"
"20","998","125","10:3:42"
"20","998","125","10:3:42"
"20","998","125","10:3:43"
"20","998","125","10:3:43"
"141531","345862","-14623155","10:3:44"
"141531","345864","-14623162","10:3:44"
"141531","345865","-14623166","10:3:45"
"141531","345865","-14623167","10:3:45"
"141531","345869","-14623181","10:3:46"
"141531","345872","-14623194","10:3:46"
"141531","345871","-14623188","10:3:47"
"141531","345877","-14623213","10:3:47"
"141531","345873","-14623196","10:3:48"
"141531","345880","-14623223","10:3:48"
"141531","345885","-14623242","10:3:49"
"141531","345882","-14623229","10:3:49"
"141531","345883","-14623232","10:3:50"
"141531","345888","-14623252","10:3:50"
"141531","345897","-14623290","10:3:51"
"141531","345891","-14623264","10:3:52"
"141531","345898","-14623293","10:3:52"
"141531","345894","-14623275","10:3:53"
"141531","345900","-14623301","10:3:53"
"141531","345898","-14623291","10:3:54"
"141531","345898","-14623291","10:3:54"
"141531","345890","-14623262","10:3:55"
"141531","345894","-14623276","10:3:55"
"141531","345894","-14623277","10:3:56"
"141531","345904","-14623316","10:3:56"
"141531","345902","-14623306","10:3:57"
"141531","345907","-14623325","10:3:57"
"141531","345903","-14623310","10:3:58"
"141531","345906","-14623323","10:3:58"
"141531","345917","-14623364","10:3:59"
"141531","345912","-14623343","10:3:59"
"141531","345911","-14623340","10:4:0"
"141531","345912","-14623343","10:4:0"
"141531","345914","-14623353","10:4:1"
"141531","345917","-14623364","10:4:1"
"141531","345914","-14623354","10:4:2"
"141531","345911","-14623342","10:4:3"
"141531","345909","-14623334","10:4:3"
"141531","345920","-14623374","10:4:4"
"141531","345913","-14623348","10:4:4"
"141531","345921","-14623380","10:4:5"
"141531","345923","-14623387","10:4:5"
"141531","345915","-14623355","10:4:6"
"141531","345927","-14623403","10:4:6"
"141531","345920","-14623376","10:4:7"
"141531","345926","-14623401","10:4:7"
"141531","345927","-14623405","10:4:8"
"141531","345919","-14623371","10:4:8"
"141531","345924","-14623394","10:4:9"
"141531","345933","-14623426","10:4:9"
"141531","345930","-14623416","10:4:10"
"141256","345262","-14592405","10:4:10"
"141531","344693","-14618463","10:4:11"
"21","998","126","10:4:11"
"20","998","125","10:4:12"
"20","998","125","10:4:12"
"20","998","124","10:4:13"
"20","998","124","10:4:14"
"20","998","125","10:4:14"
"20","998","124","10:4:15"
"20","998","124","10:4:15"
"141531","345882","-14623231","10:4:16"
"141531","345897","-14623288","10:4:16"
"141531","345912","-14623348","10:4:17"
"141531","345913","-14623350","10:4:17"
"141531","345925","-14623396","10:4:18"
"141531","345931","-14623420","10:4:18"
"141531","345937","-14623440","10:4:19"
"141531","345946","-14623476","10:4:19"
"141531","345951","-14623495","10:4:20"
"141531","345965","-14623549","10:4:20"
"141531","345970","-14623568","10:4:21"
"141531","345965","-14623550","10:4:21"
"141531","345966","-14623551","10:4:22"
"141256","345302","-14592560","10:4:22"
"141531","344738","-14618641","10:4:23"
"21","998","126","10:4:23"
"20","998","125","10:4:24"
"20","998","125","10:4:24"
"20","998","125","10:4:25"
"20","998","124","10:4:26"
"20","998","125","10:4:26"
"20","998","124","10:4:27"
"141531","345878","-14623217","10:4:27"
"141531","345902","-14623309","10:4:28"
"141531","345920","-14623380","10:4:28"
"141531","345926","-14623403","10:4:29"
"141531","345930","-14623416","10:4:29"
"141531","345936","-14623441","10:4:30"
"141531","345942","-14623462","10:4:30"
"141531","345950","-14623492","10:4:31"
"141531","345947","-14623480","10:4:31"
"141531","345958","-14623522","10:4:32"
"141531","345958","-14623522","10:4:32"
"141531","345949","-14623487","10:4:33"
"141531","345967","-14623558","10:4:33"
"141531","345965","-14623552","10:4:34"
"141531","345965","-14623549","10:4:34"
"141531","345958","-14623520","10:4:35"
"141531","345967","-14623561","10:4:35"
"141531","345969","-14623565","10:4:36"
"141531","345969","-14623565","10:4:37"
"141531","345960","-14623530","10:4:37"
"141531","345964","-14623545","10:4:38"
"141256","345291","-14592518","10:4:38"
"141531","344721","-14618572","10:4:39"
"21","998","126","10:4:39"
"20","998","125","10:4:40"
"20","998","124","10:4:40"
"20","998","124","10:4:41"
"20","998","124","10:4:41"
"20","998","124","10:4:42"
"20","998","124","10:4:42"
"20","998","124","10:4:43"
"141531","345873","-14623199","10:4:43"
"141531","345877","-14623213","10:4:44"
"141531","345893","-14623274","10:4:44"
"141531","345893","-14623272","10:4:45"
"141531","345891","-14623263","10:4:45"
"141531","345910","-14623341","10:4:46"
"141531","345912","-14623344","10:4:46"
"141531","345915","-14623359","10:4:47"
"141531","345910","-14623338","10:4:47"
"141531","345912","-14623344","10:4:48"
"141531","345925","-14623396","10:4:49"
"141531","345925","-14623396","10:4:49"
"141531","345926","-14623399","10:4:50"
"141531","345928","-14623407","10:4:50"
"141531","345924","-14623390","10:4:51"
"141531","345935","-14623433","10:4:51"
"141531","345940","-14623455","10:4:52"
"141531","345943","-14623465","10:4:52"
"141531","345938","-14623446","10:4:53"
"141531","345934","-14623428","10:4:53"
"141256","345269","-14592432","10:4:54"
"141531","344701","-14618496","10:4:54"
"21","998","126","10:4:55"
"20","998","125","10:4:55"
"20","998","125","10:4:56"
"20","998","124","10:4:56"
"20","998","125","10:4:57"
"20","998","124","10:4:57"
"20","998","125","10:4:58"
"20","998","124","10:4:58"
"20","998","125","10:4:59"
"141531","345866","-14623172","10:5:0"
"141531","345869","-14623181","10:5:0"
"141531","345888","-14623255","10:5:1"
"141531","345890","-14623262","10:5:1"
"141531","345899","-14623294","10:5:2"
"141531","345893","-14623273","10:5:2"
"141531","345904","-14623315","10:5:3"
"141531","345917","-14623367","10:5:3"
"141531","345919","-14623373","10:5:4"
"141531","345912","-14623344","10:5:4"
"141531","345916","-14623361","10:5:5"
"141531","345923","-14623387","10:5:5"
"141531","345925","-14623396","10:5:6"
"141531","345927","-14623402","10:5:6"
"141531","345919","-14623370","10:5:7"
"141531","345926","-14623398","10:5:7"
"141531","345935","-14623432","10:5:8"
"141531","345930","-14623412","10:5:8"
"141531","345940","-14623451","10:5:9"
"141531","345940","-14623452","10:5:9"
"141531","345935","-14623431","10:5:10"
"141531","345943","-14623464","10:5:11"
"141531","345943","-14623465","10:5:11"
"141531","345944","-14623467","10:5:12"
"141531","345944","-14623469","10:5:12"
"141531","345953","-14623503","10:5:13"
"141256","345275","-14592455","10:5:13"
"141531","344697","-14618480","10:5:14"
"21","998","126","10:5:14"
"20","998","125","10:5:15"
"20","998","125","10:5:15"
"20","998","124","10:5:16"
"20","998","125","10:5:16"
"20","998","125","10:5:17"
"20","998","125","10:5:17"
"20","998","125","10:5:18"
"141531","345858","-14623139","10:5:18"
"141531","345878","-14623218","10:5:19"
"141531","345889","-14623257","10:5:19"
"141531","345890","-14623262","10:5:20"
"141531","345894","-14623277","10:5:20"
"141256","345228","-14592269","10:5:21"
"141531","344669","-14618372","10:5:21"
"21","998","126","10:5:22"
"20","998","125","10:5:23"
"20","998","125","10:5:23"
"141530","345161","-14620288","10:5:24"
"20","998","126","10:5:24"
"20","998","125","10:5:25"
"20","998","125","10:5:25"
"20","998","125","10:5:26"
"20","998","125","10:5:26"
"20","998","125","10:5:27"
"20","998","125","10:5:27"
"20","998","125","10:5:28"
"20","998","125","10:5:28"
"20","998","125","10:5:29"
"141531","345867","-14623173","10:5:29"
"141531","345878","-14623218","10:5:30"
"141531","345880","-14623226","10:5:30"
"141531","345892","-14623270","10:5:31"
"141531","345897","-14623290","10:5:31"
"141531","345898","-14623293","10:5:32"
"141531","345899","-14623296","10:5:32"
"141531","345910","-14623339","10:5:33"
"141531","345908","-14623328","10:5:34"
"141531","345920","-14623375","10:5:34"
"141531","345930","-14623414","10:5:35"
"141531","345925","-14623397","10:5:35"
"141531","345929","-14623409","10:5:36"
"141531","345917","-14623362","10:5:36"
"141531","345926","-14623398","10:5:37"
"141531","345929","-14623409","10:5:37"
"141531","345939","-14623447","10:5:38"
"141531","345938","-14623443","10:5:38"
"141531","345942","-14623459","10:5:39"
"141531","345955","-14623512","10:5:39"
"141531","345985","-14623631","10:5:40"
"141531","345951","-14623494","10:5:40"
"141531","345962","-14623537","10:5:41"
"141531","345955","-14623509","10:5:41"
"141531","345976","-14623594","10:5:42"
"141531","345949","-14623484","10:5:42"
"141531","346024","-14623781","10:5:43"
"141531","345964","-14623547","10:5:43"
"141531","345957","-14623519","10:5:44"
"141531","345972","-14623576","10:5:44"
"141531","345957","-14623517","10:5:45"
"141531","345965","-14623549","10:5:46"
"141531","345967","-14623557","10:5:46"
"141531","345969","-14623563","10:5:47"
"141531","345977","-14623596","10:5:47"
"141531","345955","-14623509","10:5:48"
"141531","345974","-14623583","10:5:48"
"141531","346009","-14623720","10:5:49"
"141531","345971","-14623570","10:5:49"
"141531","345974","-14623581","10:5:50"
"141531","345988","-14623637","10:5:50"
"141531","345990","-14623644","10:5:51"
"141531","345999","-14623679","10:5:51"
"141531","346043","-14623853","10:5:52"
"141531","345991","-14623649","10:5:52"
"141531","345991","-14623648","10:5:53"
"141531","345994","-14623661","10:5:53"
"141531","345987","-14623633","10:5:54"
"141531","345987","-14623635","10:5:54"
"141531","346019","-14623759","10:5:55"
"141531","346002","-14623692","10:5:55"
"141531","345998","-14623676","10:5:56"
"141531","345997","-14623670","10:5:57"
"141531","346006","-14623706","10:5:57"
"141531","345999","-14623678","10:5:58"
"141531","345937","-14623435","10:5:58"
"141531","346009","-14623717","10:5:59"
"141531","346231","-14624594","10:5:59"
"141531","346010","-14623722","10:6:0"
"141531","346004","-14623697","10:6:0"
"141531","346009","-14623716","10:6:1"
"141531","346001","-14623686","10:6:1"
"141531","345999","-14623677","10:6:2"
"141531","346000","-14623682","10:6:2"
"141531","346012","-14623730","10:6:3"
"141531","345996","-14623667","10:6:3"
"141531","346015","-14623741","10:6:4"
"141531","346013","-14623731","10:6:4"
"141531","346021","-14623764","10:6:5"
"141531","346024","-14623775","10:6:5"
"141531","346026","-14623780","10:6:6"
"141531","346022","-14623764","10:6:6"
"141531","346034","-14623813","10:6:7"
"141531","346037","-14623823","10:6:8"
"141531","346044","-14623853","10:6:8"
"141531","346033","-14623810","10:6:9"
"141531","346039","-14623830","10:6:9"
"141531","346039","-14623832","10:6:10"
"141531","346042","-14623841","10:6:10"
"141531","346043","-14623846","10:6:11"
"141531","346042","-14623844","10:6:11"
"141531","346047","-14623862","10:6:12"
"141531","346044","-14623849","10:6:12"
"141531","346044","-14623849","10:6:13"
"141531","346042","-14623843","10:6:13"
"141531","346043","-14623846","10:6:14"
"141531","346037","-14623824","10:6:14"
"141531","346038","-14623827","10:6:15"
"141531","346047","-14623863","10:6:15"
"141531","346054","-14623890","10:6:16"
"141531","346046","-14623857","10:6:16"
"141531","346050","-14623875","10:6:17"
"141531","346052","-14623882","10:6:17"
"141531","346053","-14623886","10:6:18"
"141531","346047","-14623862","10:6:18"
"141531","346054","-14623891","10:6:19"
"141531","346042","-14623843","10:6:20"
"141531","346060","-14623914","10:6:20"
"141531","346057","-14623900","10:6:21"
"141531","346052","-14623880","10:6:21"
"141531","346049","-14623870","10:6:22"
"141531","346049","-14623872","10:6:22"
"141531","346047","-14623863","10:6:23"
"141531","346050","-14623874","10:6:23"
"141531","346050","-14623876","10:6:24"
"141531","346053","-14623885","10:6:24"
"141531","346039","-14623830","10:6:25"
"141531","346046","-14623859","10:6:25"
"141531","346052","-14623883","10:6:26"
"141531","346043","-14623847","10:6:26"
"141531","346042","-14623843","10:6:27"
"141531","346047","-14623863","10:6:27"
"141531","346047","-14623864","10:6:28"
"141531","346052","-14623882","10:6:28"
"141531","346059","-14623910","10:6:29"
"141531","346058","-14623905","10:6:29"
"141531","346053","-14623885","10:6:30"
"141531","346050","-14623875","10:6:31"
"141531","346055","-14623893","10:6:31"
"141531","346056","-14623898","10:6:32"
"141531","346054","-14623890","10:6:32"
"141531","346051","-14623879","10:6:33"
"141531","346056","-14623896","10:6:33"
"141531","346051","-14623878","10:6:34"
"141531","346050","-14623876","10:6:34"
"141531","346055","-14623893","10:6:35"
"141531","346051","-14623879","10:6:35"
"141531","346057","-14623901","10:6:36"
"141531","346059","-14623909","10:6:36"
"141531","346061","-14623919","10:6:37"
"141531","346055","-14623895","10:6:37"
"141531","346057","-14623901","10:6:38"
"141531","346068","-14623943","10:6:38"
"141531","346066","-14623935","10:6:39"
"141531","346068","-14623945","10:6:39"
"141531","346068","-14623943","10:6:40"
"141531","346074","-14623969","10:6:40"
"141256","345404","-14592967","10:6:41"
"141530","344835","-14619010","10:6:41"
"20","998","125","10:6:42"
"20","998","124","10:6:43"
"20","998","124","10:6:43"
"20","998","124","10:6:44"
"141531","345887","-14623253","10:6:44"
"141531","345916","-14623364","10:6:45"
"141531","345955","-14623511","10:6:45"
"141531","345966","-14623555","10:6:46"
"141531","345989","-14623643","10:6:46"
"141531","345995","-14623666","10:6:47"
"141531","346009","-14623717","10:6:47"
"141531","346025","-14623781","10:6:48"
"141531","346025","-14623780","10:6:48"
"141531","346027","-14623788","10:6:49"
"141531","346031","-14623801","10:6:49"
"141531","346034","-14623812","10:6:50"
"141531","346034","-14623814","10:6:50"
"141531","346038","-14623830","10:6:51"
"141531","346048","-14623867","10:6:51"
"141531","346045","-14623854","10:6:52"
"141531","346041","-14623842","10:6:52"
"141531","346040","-14623836","10:6:53"
"141531","346046","-14623860","10:6:54"
"141531","346044","-14623853","10:6:54"
"141531","346048","-14623866","10:6:55"
"141531","346045","-14623853","10:6:55"
"141531","346068","-14623944","10:6:56"
"141531","346059","-14623911","10:6:56"
"141531","346053","-14623888","10:6:57"
"141531","346061","-14623919","10:6:57"
"141531","346053","-14623886","10:6:58"
"141531","346055","-14623895","10:6:58"
"141531","346056","-14623899","10:6:59"
"141531","346052","-14623882","10:6:59"
"141531","346053","-14623886","10:7:0"
"141531","346051","-14623878","10:7:0"
"141531","346051","-14623878","10:7:1"
"141531","346051","-14623876","10:7:1"
"141531","346058","-14623908","10:7:2"
"141531","346057","-14623901","10:7:2"
"141531","346047","-14623863","10:7:3"
"141531","346056","-14623898","10:7:3"
"141531","346062","-14623922","10:7:4"
"141531","346054","-14623891","10:7:5"
"141531","346065","-14623934","10:7:5"
"141531","346061","-14623916","10:7:6"
"141531","346066","-14623937","10:7:6"
"141531","346070","-14623955","10:7:7"
"141531","346071","-14623958","10:7:7"
"141531","346069","-14623948","10:7:8"
"141531","346075","-14623974","10:7:8"
"141531","346073","-14623966","10:7:9"
"141531","346078","-14623984","10:7:9"
"141531","346081","-14623995","10:7:10"
"141531","346076","-14623976","10:7:10"
"141531","346073","-14623965","10:7:11"
"141531","346073","-14623964","10:7:11"
"141531","346080","-14623991","10:7:12"
"141531","346078","-14623985","10:7:12"
"141531","346078","-14623984","10:7:13"
"141531","346074","-14623968","10:7:13"
"141531","346089","-14624026","10:7:14"
"141531","346080","-14623990","10:7:14"
"141531","346077","-14623980","10:7:15"
"141531","346081","-14623996","10:7:15"
"141531","346080","-14623992","10:7:16"
"141531","346082","-14624000","10:7:17"
"141531","346079","-14623988","10:7:17"
"141531","346088","-14624023","10:7:18"
"141531","346085","-14624007","10:7:18"
"141531","346085","-14624010","10:7:19"
"141531","346091","-14624031","10:7:19"
"141531","346087","-14624016","10:7:20"
"141531","346093","-14624040","10:7:20"
"141531","346093","-14624040","10:7:21"
"141531","346094","-14624046","10:7:21"
"141531","346093","-14624041","10:7:22"
"141531","346099","-14624066","10:7:22"
"141531","346092","-14624038","10:7:23"
"141531","346097","-14624058","10:7:23"
"141531","346101","-14624074","10:7:24"
"141531","346104","-14624084","10:7:24"
"141531","346100","-14624067","10:7:25"
"141531","346110","-14624106","10:7:25"
"141531","346100","-14624069","10:7:26"
"141531","346112","-14624115","10:7:26"
"141531","346106","-14624092","10:7:27"
"141531","346101","-14624071","10:7:28"
"141531","346116","-14624128","10:7:28"
"141531","346116","-14624130","10:7:29"
"141531","346116","-14624129","10:7:29"
"141531","346107","-14624092","10:7:30"
"141531","346117","-14624132","10:7:30"
"141531","346108","-14624097","10:7:31"
"141531","346106","-14624090","10:7:31"
"141531","346112","-14624112","10:7:32"
"141531","346112","-14624112","10:7:32"
"141531","346108","-14624096","10:7:33"
"141531","346113","-14624118","10:7:33"
"141531","346111","-14624108","10:7:34"
"141531","346107","-14624091","10:7:34"
"141531","346108","-14624099","10:7:35"
"141531","346110","-14624105","10:7:35"
"141531","346115","-14624125","10:7:36"
"141531","346109","-14624099","10:7:36"
"141531","346108","-14624096","10:7:37"
"141531","346123","-14624156","10:7:37"
"141531","346119","-14624142","10:7:38"
"141531","346116","-14624128","10:7:39"
"141531","346120","-14624145","10:7:39"
"141531","346119","-14624141","10:7:40"
"141531","346110","-14624105","10:7:40"
"141531","346122","-14624151","10:7:41"
"141531","346121","-14624146","10:7:41"
"141531","346125","-14624165","10:7:42"
"141531","346124","-14624159","10:7:42"
"141531","346122","-14624151","10:7:43"
"141531","346121","-14624149","10:7:43"
"141531","346125","-14624164","10:7:44"
"141531","346122","-14624154","10:7:44"
"141531","346127","-14624173","10:7:45"
"141531","346123","-14624156","10:7:45"
"141531","346116","-14624128","10:7:46"
"141531","346119","-14624139","10:7:46"
"141531","346132","-14624190","10:7:47"
"141531","346121","-14624147","10:7:47"
"141531","346129","-14624181","10:7:48"
"141531","346122","-14624151","10:7:48"
"141531","346124","-14624159","10:7:49"
"141531","346117","-14624131","10:7:49"
"141531","346123","-14624156","10:7:50"
"141531","346121","-14624149","10:7:51"
"141531","346123","-14624155","10:7:51"
"141531","346124","-14624160","10:7:52"
"141531","346126","-14624168","10:7:52"
"141531","346123","-14624155","10:7:53"
"141531","346127","-14624173","10:7:53"
"141531","346120","-14624143","10:7:54"
"141531","346114","-14624120","10:7:54"
"141531","346122","-14624153","10:7:55"
"141531","346124","-14624159","10:7:55"
"141531","346109","-14624100","10:7:56"
"141531","346122","-14624151","10:7:56"
"141531","346122","-14624151","10:7:57"
"141531","346125","-14624164","10:7:57"
"141531","346117","-14624131","10:7:58"
"141531","346118","-14624138","10:7:58"
"141531","346114","-14624121","10:7:59"
"141531","346123","-14624156","10:7:59"
"141531","346118","-14624138","10:8:0"
"141531","346121","-14624149","10:8:0"
"141531","346115","-14624124","10:8:1"
"141531","346111","-14624110","10:8:2"
"141531","346118","-14624137","10:8:2"
"141531","346125","-14624164","10:8:3"
"141531","346120","-14624146","10:8:3"
"141531","346122","-14624154","10:8:4"
"141256","345449","-14593144","10:8:4"
"141530","344876","-14619169","10:8:5"
"20","998","125","10:8:5"
"20","998","124","10:8:6"
"20","998","124","10:8:6"
"20","998","124","10:8:7"
"141531","345929","-14623416","10:8:7"
"141531","345970","-14623570","10:8:8"
"141531","345988","-14623640","10:8:8"
"141531","346014","-14623736","10:8:9"
"141531","346037","-14623826","10:8:9"
"141531","346039","-14623832","10:8:10"
"141531","346051","-14623880","10:8:10"
"141531","346057","-14623903","10:8:11"
"141531","346062","-14623922","10:8:11"
"141531","346068","-14623947","10:8:12"
"141531","346067","-14623940","10:8:12"
"141531","346075","-14623971","10:8:13"
"141531","346093","-14624044","10:8:14"
"141531","346082","-14623999","10:8:14"
"141531","346074","-14623968","10:8:15"
"141531","346087","-14624018","10:8:15"
"141531","346087","-14624018","10:8:16"
"141531","346088","-14624021","10:8:16"
"141531","346090","-14624028","10:8:17"
"141531","346082","-14623997","10:8:17"
"141531","346094","-14624046","10:8:18"
"141531","346094","-14624045","10:8:18"
"141531","346104","-14624083","10:8:19"
"141531","346091","-14624033","10:8:19"
"141531","346099","-14624064","10:8:20"
"141531","346100","-14624067","10:8:20"
"141531","346103","-14624079","10:8:21"
"141531","346104","-14624084","10:8:21"
"141531","346100","-14624067","10:8:22"
"141531","346107","-14624097","10:8:22"
"141531","346100","-14624065","10:8:23"
"141531","346095","-14624049","10:8:23"
"141531","346106","-14624092","10:8:24"
"141531","346100","-14624066","10:8:25"
"141531","346100","-14624070","10:8:25"
"141531","346098","-14624059","10:8:26"
"141531","346103","-14624077","10:8:26"
"141531","346102","-14624075","10:8:27"
"141531","346115","-14624128","10:8:27"
"141531","346097","-14624055","10:8:28"
"141531","346104","-14624081","10:8:28"
"141531","346099","-14624063","10:8:29"
"141531","346106","-14624089","10:8:29"
"141531","346101","-14624072","10:8:30"
"141531","346103","-14624077","10:8:30"
"141531","346105","-14624087","10:8:31"
"141531","346107","-14624093","10:8:31"
"141531","346110","-14624106","10:8:32"
"141531","346096","-14624050","10:8:32"
"141531","346097","-14624056","10:8:33"
"141531","346096","-14624050","10:8:33"
"141531","346100","-14624068","10:8:34"
"141531","346103","-14624077","10:8:34"
"141531","346102","-14624074","10:8:35"
"141531","346097","-14624056","10:8:36"
"141531","346103","-14624081","10:8:36"
"141531","346104","-14624081","10:8:37"
"141531","346108","-14624098","10:8:37"
"141531","346108","-14624101","10:8:38"
"141531","346097","-14624056","10:8:38"
"141531","346108","-14624102","10:8:39"
"141531","346104","-14624082","10:8:39"
"141531","346099","-14624063","10:8:40"
"141531","346107","-14624094","10:8:40"
"141531","346107","-14624094","10:8:41"
"141531","346102","-14624075","10:8:41"
"141531","346108","-14624097","10:8:42"
"141531","346110","-14624107","10:8:42"
"141531","346105","-14624086","10:8:43"
"141531","346108","-14624100","10:8:43"
"141531","346109","-14624102","10:8:44"
"141531","346115","-14624126","10:8:44"
"141531","346110","-14624106","10:8:45"
"141531","346104","-14624081","10:8:45"
"141531","346111","-14624110","10:8:46"
"141531","346111","-14624108","10:8:47"
"141531","346118","-14624136","10:8:47"
"141531","346107","-14624094","10:8:48"
"141531","346108","-14624097","10:8:48"
"141531","346107","-14624094","10:8:49"
"141531","346111","-14624109","10:8:49"
"141531","346116","-14624131","10:8:50"
"141531","346112","-14624116","10:8:50"
"141531","346110","-14624105","10:8:51"
"141531","346114","-14624122","10:8:51"
"141531","346123","-14624155","10:8:52"
"141531","346116","-14624127","10:8:52"
"141531","346110","-14624107","10:8:53"
"141531","346114","-14624119","10:8:53"
"141531","346115","-14624123","10:8:54"
"141531","346116","-14624128","10:8:54"
"141531","346116","-14624129","10:8:55"
"141531","346110","-14624107","10:8:55"
"141531","346114","-14624122","10:8:56"
"141531","346119","-14624139","10:8:56"
"141531","346108","-14624100","10:8:57"
"141531","346114","-14624123","10:8:57"
"141531","346116","-14624127","10:8:58"
"141531","346119","-14624140","10:8:59"
"141531","346117","-14624133","10:8:59"
"141531","346110","-14624107","10:9:0"
"141531","346111","-14624107","10:9:0"
"141531","346117","-14624134","10:9:1"
"141531","346124","-14624160","10:9:1"
"141531","346117","-14624132","10:9:2"
"141531","346110","-14624107","10:9:2"
"141531","346113","-14624115","10:9:3"
"141531","346118","-14624134","10:9:3"
"141531","346117","-14624133","10:9:4"
"141531","346115","-14624123","10:9:4"
"141531","346122","-14624152","10:9:5"
"141531","346117","-14624132","10:9:5"
"141531","346115","-14624123","10:9:6"
"141531","346102","-14624072","10:9:6"
"141531","346117","-14624131","10:9:7"
"141531","346119","-14624139","10:9:7"
"141531","346120","-14624145","10:9:8"
"141531","346120","-14624143","10:9:8"
"141531","346115","-14624125","10:9:9"
"141531","346123","-14624158","10:9:10"
"141531","346109","-14624101","10:9:10"
"141531","346125","-14624162","10:9:11"
"141531","346117","-14624134","10:9:11"
"141531","346119","-14624141","10:9:12"
"141531","346123","-14624157","10:9:12"
"141531","346116","-14624129","10:9:13"
"141531","346119","-14624142","10:9:13"
"141531","346118","-14624138","10:9:14"
"141531","346124","-14624162","10:9:14"
"141531","346114","-14624120","10:9:15"
"141531","346123","-14624155","10:9:15"
"141531","346116","-14624129","10:9:16"
"141531","346120","-14624146","10:9:16"
"141531","346115","-14624125","10:9:17"
"141531","346121","-14624147","10:9:17"
"141531","346119","-14624140","10:9:18"
"141531","346122","-14624153","10:9:18"
"141531","346121","-14624149","10:9:19"
"141531","346121","-14624147","10:9:19"
"141531","346121","-14624149","10:9:20"
"141531","346127","-14624172","10:9:20"
"141531","346131","-14624187","10:9:21"
"141531","346130","-14624185","10:9:22"
"141531","346129","-14624178","10:9:22"
"141531","346122","-14624152","10:9:23"
"141531","346136","-14624205","10:9:23"
"141531","346124","-14624160","10:9:24"
"141531","346136","-14624205","10:9:24"
"141531","346125","-14624164","10:9:25"
"141531","346127","-14624169","10:9:25"
"141531","346136","-14624208","10:9:26"
"141531","346134","-14624200","10:9:26"
"141531","346137","-14624208","10:9:27"
"141531","346128","-14624174","10:9:27"
"141531","346134","-14624198","10:9:28"
"141531","346134","-14624198","10:9:28"
"141531","346138","-14624213","10:9:29"
"141531","346139","-14624219","10:9:29"
"141531","346147","-14624248","10:9:30"
"141531","346143","-14624232","10:9:30"
"141531","346133","-14624191","10:9:31"
"141531","346141","-14624226","10:9:31"
"141531","346139","-14624216","10:9:32"
"141531","346145","-14624239","10:9:33"
"141531","346138","-14624211","10:9:33"
"141531","346133","-14624194","10:9:34"
"141531","346148","-14624250","10:9:34"
"141531","346133","-14624196","10:9:35"
"141531","346144","-14624239","10:9:35"
"141531","346132","-14624187","10:9:36"
"141531","346130","-14624179","10:9:36"
"141531","346128","-14624174","10:9:37"
"141531","346129","-14624175","10:9:37"
"141531","346135","-14624199","10:9:38"
"141531","346139","-14624216","10:9:38"
"141531","346130","-14624181","10:9:39"
"141531","346128","-14624174","10:9:39"
"141531","346137","-14624209","10:9:40"
"141531","346142","-14624229","10:9:40"
"141531","346143","-14624232","10:9:41"
"141531","346141","-14624223","10:9:41"
"141531","346140","-14624219","10:9:42"
"141531","346137","-14624206","10:9:42"
"141531","346138","-14624212","10:9:43"
"141531","346134","-14624197","10:9:43"
"141531","346136","-14624208","10:9:44"
"141531","346141","-14624225","10:9:45"
"141531","346146","-14624244","10:9:45"
"141531","346144","-14624239","10:9:46"
"141531","346140","-14624223","10:9:46"
"141531","346133","-14624192","10:9:47"
"141531","346142","-14624231","10:9:47"
"141531","346143","-14624234","10:9:48"
"141531","346139","-14624217","10:9:48"
"141531","346136","-14624205","10:9:49"
"141531","346136","-14624205","10:9:49"
"141531","346135","-14624203","10:9:50"
"141531","346136","-14624208","10:9:50"
"141531","346134","-14624201","10:9:51"
"141531","346137","-14624210","10:9:51"
"141531","346131","-14624188","10:9:52"
"141531","346137","-14624212","10:9:52"
"141531","346135","-14624203","10:9:53"
"141531","346141","-14624225","10:9:53"
"141531","346137","-14624212","10:9:54"
"141531","346139","-14624219","10:9:54"
"141531","346134","-14624199","10:9:55"
"141531","346137","-14624211","10:9:56"
"141531","346136","-14624207","10:9:56"
"141531","346125","-14624164","10:9:57"
"141531","346137","-14624211","10:9:57"
"141531","346135","-14624203","10:9:58"
"141531","346135","-14624203","10:9:58"
"141531","346129","-14624180","10:9:59"
"141531","346136","-14624208","10:9:59"
"141531","346143","-14624235","10:10:0"
"141531","346132","-14624191","10:10:0"
"141531","346136","-14624208","10:10:1"
"141531","346141","-14624225","10:10:1"
