"Temperature (C)","Pression (mBar)","Altitude (m)","Time"
"20","998","125","9:56:49"
"20","998","125","9:56:50"
"20","998","125","9:56:51"
"20","998","125","9:56:51"
"20","998","125","9:56:52"
"20","998","125","9:56:52"
"20","998","125","9:56:53"
"20","998","125","9:56:53"
"20","998","125","9:56:54"
"20","998","125","9:56:54"
"20","998","125","9:56:55"
"20","998","125","9:56:55"
"20","998","125","9:56:56"
"20","998","125","9:56:56"
"20","998","125","9:56:57"
"20","998","125","9:56:57"
"20","998","125","9:56:58"
"20","998","125","9:56:58"
"20","998","125","9:56:59"
"20","998","125","9:56:59"
"20","998","125","9:57:0"
"20","998","125","9:57:0"
"20","998","125","9:57:1"
"20","998","125","9:57:2"
"20","998","125","9:57:2"
"20","998","125","9:57:3"
"20","998","125","9:57:3"
"20","998","125","9:57:4"
"20","998","125","9:57:4"
"20","998","125","9:57:5"
"20","998","125","9:57:5"
"20","998","125","9:57:6"
"20","998","125","9:57:6"
"20","998","125","9:57:7"
"20","998","125","9:57:7"
"20","998","125","9:57:8"
"20","998","125","9:57:8"
"20","998","125","9:57:9"
"20","998","125","9:57:9"
"20","998","125","9:57:10"
"20","998","125","9:57:10"
"20","998","125","9:57:11"
"20","998","125","9:57:11"
"20","998","125","9:57:12"
"20","998","125","9:57:13"
"20","998","125","9:57:13"
"20","998","125","9:57:14"
"20","998","125","9:57:14"
"20","998","125","9:57:15"
"20","998","125","9:57:15"
"20","998","125","9:57:16"
"20","998","125","9:57:16"
"20","998","125","9:57:17"
"20","998","125","9:57:17"
"20","998","125","9:57:18"
"20","998","125","9:57:18"
"20","998","125","9:57:19"
"20","998","125","9:57:19"
"20","998","125","9:57:20"
"20","998","125","9:57:20"
"20","998","125","9:57:21"
"20","998","125","9:57:21"
"20","998","125","9:57:22"
"20","998","125","9:57:22"
"20","998","125","9:57:23"
"20","998","125","9:57:23"
"20","998","125","9:57:24"
"20","998","125","9:57:25"
"20","998","125","9:57:25"
"20","998","125","9:57:26"
"20","998","125","9:57:26"
"20","998","125","9:57:27"
"20","998","125","9:57:27"
"20","998","125","9:57:28"
"20","998","125","9:57:28"
"20","998","125","9:57:29"
"20","998","125","9:57:29"
"20","998","125","9:57:30"
"20","998","125","9:57:30"
"20","998","125","9:57:31"
"20","998","125","9:57:31"
"20","998","125","9:57:32"
"20","998","125","9:57:32"
"20","998","125","9:57:33"
"20","998","125","9:57:33"
"20","998","125","9:57:34"
"20","998","125","9:57:34"
"20","998","125","9:57:35"
"20","998","125","9:57:36"
"20","998","125","9:57:36"
"20","998","125","9:57:37"
"20","998","125","9:57:37"
"20","998","125","9:57:38"
"20","998","125","9:57:38"
"20","998","125","9:57:39"
"20","998","125","9:57:39"
"20","998","125","9:57:40"
"20","998","125","9:57:40"
"20","998","125","9:57:41"
"20","998","125","9:57:41"
"20","998","125","9:57:42"
"20","998","125","9:57:42"
"20","998","125","9:57:43"
"20","998","125","9:57:43"
"20","998","125","9:57:44"
"20","998","125","9:57:44"
"20","998","125","9:57:45"
"20","998","125","9:57:45"
"20","998","125","9:57:46"
"20","998","125","9:57:46"
"20","998","125","9:57:47"
"20","998","125","9:57:48"
"20","998","125","9:57:48"
"20","998","125","9:57:49"
"20","998","124","9:57:49"
"20","998","125","9:57:50"
"20","998","125","9:57:50"
"20","998","124","9:57:51"
"20","998","124","9:57:51"
"20","998","125","9:57:52"
"20","998","125","9:57:52"
"20","998","124","9:57:53"
"20","998","124","9:57:53"
"20","998","124","9:57:54"
"20","998","124","9:57:54"
"20","998","124","9:57:55"
"20","998","124","9:57:55"
"20","998","125","9:57:56"
"20","998","124","9:57:56"
"20","998","124","9:57:57"
"20","998","124","9:57:57"
"20","998","124","9:57:58"
"20","998","124","9:57:59"
"20","998","125","9:57:59"
"20","998","125","9:58:0"
"20","998","125","9:58:0"
"20","998","124","9:58:1"
"20","998","125","9:58:1"
"20","998","125","9:58:2"
"20","998","125","9:58:2"
"20","998","125","9:58:3"
"20","998","125","9:58:3"
"20","998","125","9:58:4"
"20","998","125","9:58:4"
"20","998","125","9:58:5"
"20","998","125","9:58:5"
"20","998","125","9:58:6"
"20","998","125","9:58:6"
"20","998","125","9:58:7"
"20","998","124","9:58:7"
"20","998","124","9:58:8"
"20","998","125","9:58:8"
"20","998","125","9:58:9"
"20","998","125","9:58:9"
"20","998","125","9:58:10"
"20","998","125","9:58:11"
"20","998","125","9:58:11"
"20","998","125","9:58:12"
"20","998","125","9:58:12"
"20","998","125","9:58:13"
"20","998","125","9:58:13"
"20","998","125","9:58:14"
"20","998","125","9:58:14"
"20","998","125","9:58:15"
"20","998","125","9:58:15"
"20","998","125","9:58:16"
"20","998","125","9:58:16"
"20","998","125","9:58:17"
"20","998","125","9:58:17"
"20","998","125","9:58:18"
"20","998","125","9:58:18"
"20","998","125","9:58:19"
"20","998","125","9:58:19"
"20","998","125","9:58:20"
"20","998","125","9:58:20"
"20","998","125","9:58:21"
"20","998","125","9:58:22"
"20","998","125","9:58:22"
"20","998","125","9:58:23"
"20","998","125","9:58:23"
"20","998","125","9:58:24"
"20","998","125","9:58:24"
"20","998","125","9:58:25"
"20","998","125","9:58:25"
"20","998","125","9:58:26"
"20","998","125","9:58:26"
"20","998","125","9:58:27"
"20","998","125","9:58:27"
"20","998","125","9:58:28"
"20","998","125","9:58:28"
"20","998","125","9:58:29"
"20","998","125","9:58:29"
"20","998","125","9:58:30"
"20","998","125","9:58:30"
"20","998","125","9:58:31"
"20","998","125","9:58:31"
"20","998","125","9:58:32"
"20","998","125","9:58:33"
"20","998","125","9:58:33"
"20","998","125","9:58:34"
"20","998","125","9:58:34"
"20","998","125","9:58:35"
"20","998","125","9:58:35"
"20","998","125","9:58:36"
"20","998","125","9:58:36"
"20","998","125","9:58:37"
"20","998","125","9:58:37"
"20","998","125","9:58:38"
"20","998","125","9:58:38"
"20","998","125","9:58:39"
"20","998","125","9:58:39"
"20","998","125","9:58:40"
"20","998","125","9:58:40"
"20","998","125","9:58:41"
"20","998","125","9:58:41"
"20","998","125","9:58:42"
"20","998","125","9:58:42"
"20","998","125","9:58:43"
"20","998","125","9:58:43"
"20","998","125","9:58:44"
"20","998","125","9:58:45"
"20","998","125","9:58:45"
"20","998","125","9:58:46"
"20","998","125","9:58:46"
"20","998","125","9:58:47"
"20","998","125","9:58:47"
"20","998","125","9:58:48"
"20","998","125","9:58:48"
"20","998","125","9:58:49"
"20","998","125","9:58:49"
"20","998","125","9:58:50"
"20","998","125","9:58:50"
"20","998","125","9:58:51"
"20","998","125","9:58:51"
"20","998","125","9:58:52"
"20","998","125","9:58:52"
"20","998","125","9:58:53"
"20","998","125","9:58:53"
"20","998","125","9:58:54"
"20","998","125","9:58:54"
"20","998","125","9:58:55"
"20","998","125","9:58:56"
"20","998","125","9:58:56"
"20","998","125","9:58:57"
"20","998","125","9:58:57"
"20","998","125","9:58:58"
"20","998","125","9:58:58"
"20","998","125","9:58:59"
"20","998","125","9:58:59"
"20","998","125","9:59:0"
"20","998","125","9:59:0"
"20","998","125","9:59:1"
"20","998","125","9:59:1"
"20","998","125","9:59:2"
"20","998","125","9:59:2"
"20","998","125","9:59:3"
"20","998","124","9:59:3"
"20","998","125","9:59:4"
"20","998","125","9:59:4"
"20","998","125","9:59:5"
"20","998","125","9:59:5"
"20","998","125","9:59:6"
"20","998","125","9:59:7"
"20","998","125","9:59:7"
"20","998","125","9:59:8"
"20","998","125","9:59:8"
"20","998","125","9:59:9"
"20","998","125","9:59:9"
"20","998","125","9:59:10"
"20","998","125","9:59:10"
"20","998","125","9:59:11"
"20","998","125","9:59:11"
"20","998","125","9:59:12"
"20","998","125","9:59:12"
"20","998","125","9:59:13"
"20","998","125","9:59:13"
"20","998","125","9:59:14"
"20","998","125","9:59:14"
"20","998","125","9:59:15"
"20","998","125","9:59:15"
"20","998","125","9:59:16"
"20","998","125","9:59:16"
"20","998","125","9:59:17"
"20","998","125","9:59:17"
"20","998","125","9:59:18"
"20","998","125","9:59:19"
"20","998","125","9:59:19"
"20","998","125","9:59:20"
"20","998","125","9:59:20"
"20","998","125","9:59:21"
"20","998","125","9:59:21"
"20","998","125","9:59:22"
"20","998","125","9:59:22"
"20","998","125","9:59:23"
"20","998","125","9:59:23"
"20","998","125","9:59:24"
"20","998","125","9:59:24"
"20","998","125","9:59:25"
"20","998","125","9:59:25"
"20","998","125","9:59:26"
"20","998","125","9:59:26"
"20","998","125","9:59:27"
"20","998","125","9:59:27"
"20","998","125","9:59:28"
"20","998","125","9:59:28"
"20","998","125","9:59:29"
"20","998","125","9:59:30"
"20","998","125","9:59:30"
"20","998","125","9:59:31"
"20","998","125","9:59:31"
"20","998","125","9:59:32"
"20","998","125","9:59:32"
"20","998","125","9:59:33"
"20","998","125","9:59:33"
"20","998","125","9:59:34"
"20","998","125","9:59:34"
"20","998","125","9:59:35"
"20","998","125","9:59:35"
"20","998","125","9:59:36"
"20","998","125","9:59:36"
"20","998","125","9:59:37"
"20","998","125","9:59:37"
"20","998","125","9:59:38"
"20","998","125","9:59:38"
"20","998","125","9:59:39"
"20","998","125","9:59:39"
"20","998","125","9:59:40"
"20","998","125","9:59:41"
"20","998","125","9:59:41"
"20","998","125","9:59:42"
"20","998","125","9:59:42"
"20","998","125","9:59:43"
"20","998","125","9:59:43"
"20","998","125","9:59:44"
"20","998","125","9:59:44"
"20","998","125","9:59:45"
"20","998","125","9:59:45"
"20","998","125","9:59:46"
"20","998","125","9:59:46"
"20","998","125","9:59:47"
"20","998","125","9:59:47"
"20","998","125","9:59:48"
"20","998","125","9:59:48"
"20","998","125","9:59:49"
"20","998","125","9:59:49"
"20","998","125","9:59:50"
"20","998","125","9:59:50"
"20","998","125","9:59:51"
"20","998","125","9:59:51"
"20","998","125","9:59:52"
"20","998","125","9:59:53"
"20","998","125","9:59:53"
"20","998","125","9:59:54"
"20","998","125","9:59:54"
"20","998","125","9:59:55"
"20","998","125","9:59:55"
"20","998","125","9:59:56"
"20","998","125","9:59:56"
"20","998","125","9:59:57"
"20","998","125","9:59:57"
"20","998","125","9:59:58"
"20","998","125","9:59:58"
"20","998","125","9:59:59"
"20","998","125","9:59:59"
"20","998","125","10:0:0"
"20","998","125","10:0:0"
"20","998","125","10:0:1"
"20","998","125","10:0:1"
"20","998","125","10:0:2"
"20","998","125","10:0:2"
"20","998","125","10:0:3"
"20","998","125","10:0:4"
"20","998","125","10:0:4"
"20","998","125","10:0:5"
"20","998","125","10:0:5"
"20","998","125","10:0:6"
"20","998","125","10:0:6"
"20","998","125","10:0:7"
"20","998","125","10:0:7"
"20","998","125","10:0:8"
"20","998","125","10:0:8"
"20","998","125","10:0:9"
"20","998","125","10:0:9"
"20","998","125","10:0:10"
"20","998","125","10:0:10"
"20","998","125","10:0:11"
"20","998","125","10:0:11"
"20","998","125","10:0:12"
"20","998","125","10:0:12"
"20","998","125","10:0:13"
"20","998","125","10:0:13"
"20","998","125","10:0:14"
"20","998","125","10:0:15"
"20","998","125","10:0:15"
"20","998","125","10:0:16"
"20","998","125","10:0:16"
"20","998","125","10:0:17"
"20","998","125","10:0:17"
"20","998","126","10:0:18"
"20","998","125","10:0:18"
"20","998","125","10:0:19"
"20","998","125","10:0:19"
"20","998","125","10:0:20"
"20","998","125","10:0:20"
"20","998","125","10:0:21"
"20","998","125","10:0:21"
"20","998","125","10:0:22"
"20","998","125","10:0:22"
"20","998","125","10:0:23"
"20","998","125","10:0:23"
"20","998","125","10:0:24"
"20","998","125","10:0:24"
"20","998","125","10:0:25"
"20","998","125","10:0:25"
"20","998","125","10:0:26"
"20","998","125","10:0:27"
"20","998","125","10:0:27"
"20","998","125","10:0:28"
"20","998","125","10:0:28"
"20","998","125","10:0:29"
"20","998","125","10:0:29"
"20","998","125","10:0:30"
"20","998","125","10:0:30"
"20","998","125","10:0:31"
"20","998","125","10:0:31"
"20","998","125","10:0:32"
"20","998","125","10:0:32"
"20","998","125","10:0:33"
"20","998","125","10:0:33"
"20","998","125","10:0:34"
"20","998","125","10:0:34"
"20","998","125","10:0:35"
"20","998","125","10:0:35"
"20","998","125","10:0:36"
"20","998","125","10:0:36"
"20","998","125","10:0:37"
"20","998","125","10:0:38"
"20","998","125","10:0:38"
"20","998","125","10:0:39"
"20","998","125","10:0:39"
"20","998","125","10:0:40"
"20","998","125","10:0:40"
"20","998","125","10:0:41"
"20","998","125","10:0:41"
"20","998","125","10:0:42"
"20","998","125","10:0:42"
"20","998","125","10:0:43"
"20","998","125","10:0:43"
"20","998","125","10:0:44"
"20","998","125","10:0:44"
"20","998","125","10:0:45"
"20","998","125","10:0:45"
"20","998","125","10:0:46"
"20","998","125","10:0:46"
"20","998","125","10:0:47"
"20","998","125","10:0:47"
"20","998","125","10:0:48"
"20","998","125","10:0:49"
"20","998","125","10:0:49"
"20","998","125","10:0:50"
"20","998","125","10:0:50"
"20","998","125","10:0:51"
"20","998","125","10:0:51"
"20","998","125","10:0:52"
"20","998","125","10:0:52"
"20","998","125","10:0:53"
"20","998","125","10:0:53"
"20","998","125","10:0:54"
"20","998","125","10:0:54"
"20","998","125","10:0:55"
"20","998","125","10:0:55"
"20","998","125","10:0:56"
"20","998","125","10:0:56"
"20","998","125","10:0:57"
"20","998","125","10:0:57"
"20","998","125","10:0:58"
"20","998","125","10:0:58"
"20","998","125","10:0:59"
"20","998","125","10:0:59"
"20","998","125","10:1:0"
"20","998","125","10:1:1"
"20","998","125","10:1:1"
"20","998","125","10:1:2"
"20","998","125","10:1:2"
"20","998","125","10:1:3"
"20","998","125","10:1:3"
"20","998","125","10:1:4"
"20","998","125","10:1:4"
"20","998","125","10:1:5"
"20","998","125","10:1:5"
"20","998","125","10:1:6"
"20","998","125","10:1:6"
"20","998","125","10:1:7"
"20","998","125","10:1:7"
"20","998","125","10:1:8"
"20","998","125","10:1:8"
"20","998","125","10:1:9"
"20","998","125","10:1:9"
"20","998","125","10:1:10"
"20","998","125","10:1:10"
"20","998","125","10:1:11"
"20","998","125","10:1:12"
"20","998","125","10:1:12"
"20","998","125","10:1:13"
"20","998","125","10:1:13"
"20","998","125","10:1:14"
"20","998","125","10:1:14"
"20","998","125","10:1:15"
"20","998","125","10:1:15"
"20","998","125","10:1:16"
"20","998","125","10:1:16"
"20","998","125","10:1:17"
"20","998","126","10:1:17"
"20","998","125","10:1:18"
"20","998","125","10:1:18"
"20","998","125","10:1:19"
"20","998","125","10:1:19"
"20","998","125","10:1:20"
"20","998","125","10:1:20"
"20","998","125","10:1:21"
"20","998","125","10:1:21"
"20","998","125","10:1:22"
"20","998","125","10:1:22"
"20","998","125","10:1:23"
"20","998","125","10:1:24"
"20","998","125","10:1:24"
"20","998","124","10:1:25"
"20","998","125","10:1:25"
"20","998","125","10:1:26"
"20","998","125","10:1:26"
"20","998","125","10:1:27"
"20","998","125","10:1:27"
"20","998","125","10:1:28"
"20","998","125","10:1:28"
"20","998","125","10:1:29"
"20","998","125","10:1:29"
"20","998","125","10:1:30"
"20","998","125","10:1:30"
"20","998","125","10:1:31"
"20","998","125","10:1:31"
"20","998","125","10:1:32"
"20","998","125","10:1:32"
"20","998","125","10:1:33"
"20","998","125","10:1:33"
"20","998","125","10:1:34"
"20","998","125","10:1:35"
"20","998","125","10:1:35"
"20","998","125","10:1:36"
"20","998","125","10:1:36"
"20","998","125","10:1:37"
"20","998","125","10:1:37"
"20","998","125","10:1:38"
"20","998","125","10:1:38"
"20","998","125","10:1:39"
"20","998","124","10:1:39"
"20","998","125","10:1:40"
"20","998","125","10:1:40"
"20","998","125","10:1:41"
"20","998","124","10:1:41"
"20","998","125","10:1:42"
"20","998","125","10:1:42"
"20","998","125","10:1:43"
"20","998","124","10:1:43"
"20","998","125","10:1:44"
"20","998","125","10:1:44"
"20","998","125","10:1:45"
"20","998","125","10:1:46"
"20","998","125","10:1:46"
"20","998","125","10:1:47"
"20","998","124","10:1:47"
"20","998","125","10:1:48"
"20","998","125","10:1:48"
"20","998","125","10:1:49"
"20","998","125","10:1:49"
"20","998","125","10:1:50"
"20","998","125","10:1:50"
"20","998","125","10:1:51"
"20","998","124","10:1:51"
"20","998","124","10:1:52"
"20","998","124","10:1:52"
"20","998","125","10:1:53"
"20","998","124","10:1:53"
"20","998","124","10:1:54"
"20","998","124","10:1:54"
"20","998","124","10:1:55"
"20","998","124","10:1:55"
"20","998","124","10:1:56"
"20","998","124","10:1:56"
"20","998","124","10:1:57"
"20","998","125","10:1:58"
"20","998","125","10:1:58"
"20","998","124","10:1:59"
"20","998","125","10:1:59"
"20","998","125","10:2:0"
"20","998","125","10:2:0"
"20","998","124","10:2:1"
"20","998","125","10:2:1"
"20","998","125","10:2:2"
"20","998","125","10:2:2"
"20","998","125","10:2:3"
"20","998","125","10:2:3"
"20","998","125","10:2:4"
"20","998","125","10:2:4"
"20","998","125","10:2:5"
"20","998","125","10:2:5"
"20","998","125","10:2:6"
"20","998","125","10:2:6"
"20","998","125","10:2:7"
"20","998","125","10:2:7"
"20","998","125","10:2:8"
"20","998","125","10:2:9"
"20","998","125","10:2:9"
"20","998","125","10:2:10"
"20","998","125","10:2:10"
"141530","345538","-14621768","10:2:11"
"20","998","126","10:2:11"
"20","998","125","10:2:12"
"20","998","125","10:2:12"
"20","998","125","10:2:13"
"20","998","125","10:2:13"
"20","998","125","10:2:14"
"20","998","125","10:2:14"
"20","998","125","10:2:15"
"20","998","125","10:2:15"
"20","998","125","10:2:16"
"20","998","125","10:2:16"
"20","998","125","10:2:17"
"20","998","125","10:2:17"
"20","998","125","10:2:18"
"20","998","125","10:2:18"
"20","998","125","10:2:19"
"20","998","125","10:2:20"
"20","998","125","10:2:20"
"20","998","125","10:2:21"
"20","998","125","10:2:21"
"20","998","125","10:2:22"
"20","998","125","10:2:22"
"20","998","125","10:2:23"
"20","998","125","10:2:23"
"20","998","125","10:2:24"
"20","998","125","10:2:24"
"20","998","125","10:2:25"
"20","998","125","10:2:25"
"20","998","125","10:2:26"
"20","998","125","10:2:26"
"20","998","125","10:2:27"
"20","998","125","10:2:27"
"20","998","125","10:2:28"
"20","998","125","10:2:28"
"141256","345097","-14591749","10:2:29"
"141531","344532","-14617848","10:2:29"
"21","998","126","10:2:30"
"20","998","125","10:2:30"
"20","998","125","10:2:31"
"20","998","125","10:2:32"
"20","998","125","10:2:32"
"20","998","125","10:2:33"
"141256","344972","-14591254","10:2:33"
"141531","344425","-14617436","10:2:34"
"21","998","126","10:2:34"
"20","998","125","10:2:35"
"20","998","125","10:2:35"
"20","998","125","10:2:36"
"20","998","125","10:2:36"
"20","998","125","10:2:37"
"20","998","125","10:2:37"
"20","998","125","10:2:38"
"20","998","125","10:2:38"
"20","998","125","10:2:39"
"20","1061732","-33114","10:2:39"
"20","998","125","10:2:40"
"20","998","125","10:2:40"
"20","998","125","10:2:41"
"20","998","125","10:2:41"
"20","998","125","10:2:42"
"20","998","125","10:2:43"
"20","998","125","10:2:43"
"20","998","125","10:2:44"
"20","998","125","10:2:44"
"20","998","125","10:2:45"
"20","998","125","10:2:45"
"20","998","125","10:2:46"
"20","998","125","10:2:46"
"20","998","125","10:2:47"
"20","998","125","10:2:47"
"20","998","125","10:2:48"
"20","998","125","10:2:48"
"20","998","124","10:2:49"
"20","998","125","10:2:49"
"141256","345080","-14591683","10:2:50"
"141531","344509","-14617757","10:2:50"
"21","998","126","10:2:51"
"20","998","125","10:2:51"
"20","998","125","10:2:52"
"141531","482033","-15063271","10:2:52"
"21","998","126","10:2:53"
"20","998","125","10:2:53"
"20","998","125","10:2:54"
"20","998","125","10:2:55"
"20","998","125","10:2:55"
"20","998","125","10:2:56"
"20","998","125","10:2:56"
"20","998","125","10:2:57"
"20","998","125","10:2:57"
"20","998","125","10:2:58"
"20","998","125","10:2:58"
"20","998","125","10:2:59"
"20","998","125","10:2:59"
"20","998","125","10:3:0"
"20","998","125","10:3:0"
"20","998","125","10:3:1"
"20","998","125","10:3:1"
"20","998","125","10:3:2"
"20","998","125","10:3:2"
"20","998","125","10:3:3"
"20","998","125","10:3:3"
"20","998","125","10:3:4"
"20","998","125","10:3:4"
"20","998","125","10:3:5"
"20","998","125","10:3:6"
"20","998","125","10:3:6"
"20","998","125","10:3:7"
"20","998","125","10:3:7"
"20","998","125","10:3:8"
"20","998","125","10:3:8"
"20","998","125","10:3:9"
"20","998","125","10:3:9"
"20","998","125","10:3:10"
"20","998","125","10:3:10"
"20","998","125","10:3:11"
"20","998","125","10:3:11"
"20","998","125","10:3:12"
"20","998","125","10:3:12"
"20","998","125","10:3:13"
"20","998","125","10:3:13"
"20","998","125","10:3:14"
"20","998","125","10:3:14"
"20","998","125","10:3:15"
"20","998","125","10:3:15"
"20","998","125","10:3:16"
"20","998","125","10:3:16"
"20","998","125","10:3:17"
"20","998","125","10:3:18"
"20","998","125","10:3:18"
"20","998","125","10:3:19"
"20","998","125","10:3:19"
"20","998","125","10:3:20"
"20","998","125","10:3:20"
"20","998","125","10:3:21"
"20","998","125","10:3:21"
"20","998","125","10:3:22"
"20","998","125","10:3:22"
"20","998","125","10:3:23"
"20","998","125","10:3:23"
"20","998","125","10:3:24"
"20","998","125","10:3:24"
