"Temperature (C)","Humidity (H)","Time"
"23","17","17:3:36"
"23","17","17:3:37"
"23","17","17:3:39"
"23","17","17:3:40"
"23","17","17:3:41"
"23","17","17:3:42"
"23","17","17:3:44"
