"Temperature (C)","Humidity (H)","Time"
"25","15","15:20:19"
"25","15","15:20:20"
"25","15","15:20:21"
"25","15","15:20:22"
"25","15","15:20:24"
"25","15","15:20:26"
"25","15","15:20:27"
